taxonkey,am_sid,spp
100038,fis-131999,dipturus leptocauda
100038,fis-161161,dipturus melanospilus
100038,fis-131839,dipturus olseni
100038,fis-131840,dipturus oregoni
100038,fis-131829,dipturus pullopunctatus
100038,fis-131844,dipturus stenorhynchus
100038,fis-131846,dipturus teevani
100038,fis-132521,dipturus tengu
100038,fis-161221,dipturus wengi
100038,fis-161046,dipturus wuhanlingi
100038,fis-32809,discopyge tschudii
100038,fis-31585,eridacnis radcliffei
100038,fis-25897,eridacnis sinuans
100038,fis-131447,etmopterus baxteri
100038,fis-170827,etmopterus benchleyi
100038,fis-58162,etmopterus bigelowi
100038,fis-29377,etmopterus brachyurus
100038,fis-29378,etmopterus bullisi
100038,fis-146570,etmopterus caudistigmus
100038,fis-58165,etmopterus compagnoi
100038,fis-146571,etmopterus dianthus
100038,fis-146572,etmopterus dislineatus
100038,fis-146573,etmopterus evansi
100038,fis-146574,etmopterus fusus
100038,fis-29380,etmopterus gracilispinis
100038,fis-23121,etmopterus granulosus
100038,fis-23122,etmopterus hillianus
100038,fis-131161,etmopterus litvinovi
100038,fis-29381,etmopterus lucifer
100038,fis-54585,etmopterus molleri
100038,fis-123376,etmopterus perryi
100038,fis-29382,etmopterus polli
100038,fis-29383,etmopterus princeps
100038,fis-146575,etmopterus pseudosqualiolus
100038,fis-23123,etmopterus pusillus
100038,fis-131160,etmopterus pycnolepis
100038,fis-131162,etmopterus robinsi
100038,fis-172668,etmopterus samadiae
100038,fis-29384,etmopterus schultzi
100038,fis-166044,etmopterus sculptus
100038,fis-29385,etmopterus sentosus
100038,fis-23124,etmopterus spinax
100038,fis-61143,etmopterus splendidus
100038,fis-165987,etmopterus viator
100038,fis-29387,etmopterus virens
100038,fis-23127,euprotomicrus bispinatus
100038,fis-131786,fenestraja atripinna
100038,fis-131789,fenestraja cubensis
100038,fis-131791,fenestraja ishiyamai
100038,fis-131788,fenestraja plutonia
100038,fis-6652,figaro boardmani
100038,fis-161451,figaro striatus
100038,fis-172363,fontitrygon geijskesi
100038,fis-172365,fontitrygon margaritella
100038,fis-23130,galeus arae
100038,fis-172929,galeus corriganae
100038,fis-23132,galeus eastmani
100038,fis-125906,galeus gracilis
100038,fis-29397,galeus melastomus
100038,fis-29399,galeus piperatus
100038,fis-29400,galeus polli
100038,fis-23134,galeus sauteri
100038,fis-125905,galeus springeri
100038,fis-63250,gurgesiella atlantica
100038,fis-131995,gurgesiella dorsalifera
100038,fis-125920,gurgesiella furvescens
100038,fis-24046,gymnura micrura
100038,fis-26932,gymnura poecilura
100038,fis-28559,gymnura zonura
100038,fis-160267,halaelurus sellus
100038,fis-23146,haploblepharus edwardsii
100038,fis-29411,haploblepharus fuscus
100038,fis-25893,hemiscyllium freycineti
100038,fis-160834,hemiscyllium galei
100038,fis-168606,hemiscyllium halmahera
100038,fis-160835,hemiscyllium henryi
100038,fis-163789,hemiscyllium michaeli
100038,fis-31576,hemiscyllium trispeculare
100038,fis-172338,hemitrygon akajei
100038,fis-172340,hemitrygon bennettii
100038,fis-172370,hemitrygon izuensis
100038,fis-172374,hemitrygon parvonigra
100038,fis-23155,heterodontus ramalheira
100038,fis-33775,heteronarce garmani
100038,fis-161480,himantura leoparda
100038,fis-164171,hongeo koreanus
100038,fis-172356,hypanus guttatus
100038,fis-172358,hypanus marianae
100038,fis-172360,hypanus sabinus
100038,fis-172361,hypanus say
100038,fis-139820,hypnos monopterygius
100038,fis-31589,iago garricki
100038,fis-25903,iago omanensis
100038,fis-170053,indobatis ori
100038,fis-159585,insentiraja subtilispinosa
100038,fis-54787,irolita waitii
100038,fis-161235,irolita westraliensis
100038,fis-23161,isistius brasiliensis
100038,fis-29421,isistius plutodus
100038,fis-24089,leptocharias smithii
100038,fis-132552,leucoraja compagnoi
100038,fis-131898,leucoraja erinacea
100038,fis-131899,leucoraja garmani
100038,fis-131900,leucoraja lentiginosa
100038,fis-132551,leucoraja leucosticta
100038,fis-132549,leucoraja melitensis
100038,fis-132548,leucoraja naevus
100038,fis-131864,leucoraja ocellata
100038,fis-161233,leucoraja pristispina
100038,fis-132550,leucoraja wallacei
100038,fis-172398,maculabatis ambigua
100038,fis-172527,maculabatis arabica
100038,fis-172532,maculabatis bineeshi
100038,fis-172399,maculabatis gerrardi
100038,fis-172402,maculabatis pastinacoides
100038,fis-166946,maculabatis randalli
100038,fis-172404,maculabatis toshi
100038,fis-160447,malacoraja obscura
100038,fis-58997,malacoraja senta
100038,fis-54405,malacoraja spinacidermis
100038,fis-31599,mustelus dorsalis
100038,fis-31590,mustelus griseus
100038,fis-31591,mustelus higmani
100038,fis-31592,mustelus lenticulatus
100038,fis-124366,mustelus minicanis
100038,fis-160464,mustelus ravidus
100038,fis-31596,mustelus schmitti
100038,fis-124368,mustelus sinusmexicanus
100038,fis-25062,myliobatis aquila
100038,fis-169800,myliobatis ridens
100038,fis-24140,narcine brasiliensis
100038,fis-47367,narcine brevilabiata
100038,fis-47426,narcine brunnea
100038,fis-149486,narcine leoparda
100038,fis-47427,narcine lingula
100038,fis-131196,narcine maculata
100038,fis-58409,narcine rierai
100038,fis-26903,narcine timlei
100038,fis-173331,narcine vermiculata
100038,fis-173402,narcinops lasti
100038,fis-173405,narcinops nelsoni
100038,fis-173404,narcinops ornatus
100038,fis-173410,narcinops tasmaniensis
100038,fis-54860,narcinops westraliensis
100038,fis-58273,narke capensis
100038,fis-28947,narke dipterygia
100038,fis-54408,neoraja africana
100038,fis-131718,neoraja caerulea
100038,fis-131996,neoraja carolinensis
100038,fis-160950,neoraja iberica
100038,fis-58285,neoraja stehmanni
100038,fis-161493,neotrygon annotata
100038,fis-172941,neotrygon australiae
100038,fis-161494,neotrygon kuhlii
100038,fis-161495,neotrygon leylandi
100038,fis-161491,neotrygon picta
100038,fis-161239,notoraja azurea
100038,fis-160953,notoraja hirticauda
100038,fis-173170,notoraja martinezi
100038,fis-162888,notoraja sapphira
100038,fis-161242,notoraja sticta
100038,fis-52106,notoraja tobitukai
100038,fis-132525,okamejei acutispina
100038,fis-132527,okamejei boesemani
100038,fis-132528,okamejei heemstrai
100038,fis-131820,okamejei hollandi
100038,fis-131819,okamejei kenojei
100038,fis-161228,okamejei leptoura
100038,fis-131817,okamejei meerdervoortii
100038,fis-132526,okamejei schmidti
100038,fis-172405,orbiraja powelli
100038,fis-160886,orectolobus floridus
100038,fis-160887,orectolobus parvimaculatus
100038,fis-161423,orectolobus reticulatus
100038,fis-29459,orectolobus wardi
100038,fis-23204,oxynotus bruniensis
100038,fis-29461,oxynotus caribbaeus
100038,fis-23205,oxynotus centrina
100038,fis-131441,oxynotus japonicus
100038,fis-140161,paragaleus randalli
100038,fis-25891,paragaleus tengi
100038,fis-31582,parascyllium collare
100038,fis-31583,parascyllium ferrugineum
100038,fis-144985,parascyllium sparsimaculatum
100038,fis-120127,parmaturus macmillani
100038,fis-23213,parmaturus xaniurus
100038,fis-21801,pastinachus sephen
100038,fis-159119,pastinachus solocirostris
100038,fis-172381,pateobatis bleekeri
100038,fis-172396,pateobatis hortlei
100038,fis-172397,pateobatis jenkinsii
100038,fis-172382,pateobatis uarnacoides
100038,fis-54790,pavoraja alleni
100038,fis-161638,pavoraja arenaria
100038,fis-161642,pavoraja mosaica
100038,fis-54800,pavoraja nitida
100038,fis-161644,pavoraja pseudonitida
100038,fis-161646,pavoraja umbrosa
100038,fis-27336,platyrhina sinensis
100038,fis-24278,platyrhinoidis triseriata
100038,fis-23221,poroderma pantherinum
100038,fis-161420,pristiophorus delicatus
100038,fis-170023,pristiophorus lanae
100038,fis-165849,pristiophorus nancyae
100038,fis-29486,pristiophorus schroederi
100038,fis-31586,proscyllium habereri
100038,fis-143734,proscyllium venustum
100038,fis-132505,psammobatis bergi
100038,fis-132506,psammobatis extenta
100038,fis-131997,psammobatis lentiginosa
100038,fis-132516,psammobatis normani
100038,fis-131998,psammobatis parvacauda
100038,fis-132008,psammobatis rudis
100038,fis-132504,psammobatis rutrum
100038,fis-131759,psammobatis scobina
100038,fis-171712,pseudobatos glaucostigmus
100038,fis-171714,pseudobatos lentiginosus
100038,fis-171716,pseudobatos percellens
100038,fis-58414,pseudoginglymostoma brevicaudatum
100038,fis-20033,pteroplatytrygon violacea
100038,fis-33078,raja africana
100038,fis-33079,raja asterias
100038,fis-132003,raja bahamensis
100038,fis-32442,raja cervigoni
100038,fis-30563,raja clavata
100038,fis-30564,raja eglanteria
100038,fis-32721,raja equatorialis
100038,fis-33081,raja herwigi
100038,fis-31406,raja microocellata
100038,fis-31187,raja miraletus
100038,fis-30925,raja montagui
100038,fis-171572,raja parva
100038,fis-64122,raja pita
100038,fis-33294,raja polystigma
100038,fis-33084,raja radula
100038,fis-33311,raja rondeleti
100038,fis-33087,raja rouxi
100038,fis-31188,raja straeleni
100038,fis-30573,raja texana
100038,fis-32453,raja undulata
100038,fis-35523,raja velezi
100038,fis-131804,rajella annandalei
100038,fis-132559,rajella barnardi
100038,fis-131803,rajella bathyphila
100038,fis-132544,rajella bigelowi
100038,fis-131805,rajella caudaspinosa
100038,fis-161231,rajella challengeri
100038,fis-131897,rajella dissimilis
100038,fis-132545,rajella eisenhardti
100038,fis-131810,rajella fuliginea
100038,fis-131802,rajella fyllae
100038,fis-131893,rajella kukujevi
100038,fis-170052,rajella leoparda
100038,fis-167643,rajella lintea
100038,fis-127218,rajella nigerrima
100038,fis-131870,rajella purpuriventralis
100038,fis-132543,rajella ravidula
100038,fis-12913,rhinobatos albomaculatus
100038,fis-47364,rhinobatos formosensis
100038,fis-173169,rhinobatos manai
100038,fis-57444,rhinobatos punctifer
100038,fis-159136,rhinobatos sainsburyi
100038,fis-47388,rhinoptera adspersa
100038,fis-32611,rhinoptera javanica
100038,fis-52133,rhinoraja kujiensis
100038,fis-52138,rhinoraja longicauda
100038,fis-23240,rhizoprionodon lalandii
100038,fis-29500,rhizoprionodon oligolinx
100038,fis-23242,rhizoprionodon porosus
100038,fis-23243,rhizoprionodon taylori
100038,fis-132558,rioraja agassizii
100038,fis-23246,schroederichthys bivius
100038,fis-23247,schroederichthys chilensis
100038,fis-29503,schroederichthys maculatus
100038,fis-150165,schroederichthys saurisqualus
100038,fis-173540,schroederobatis americana
100038,fis-29505,scoliodon laticaudus
100038,fis-29515,scyliorhinus besnardi
100038,fis-29516,scyliorhinus boa
100038,fis-23251,scyliorhinus canicula
100038,fis-23252,scyliorhinus capensis
100038,fis-29517,scyliorhinus cervigoni
100038,fis-23253,scyliorhinus garmani
100038,fis-29518,scyliorhinus hesperius
100038,fis-29519,scyliorhinus meadi
100038,fis-23255,scyliorhinus retifer
100038,fis-29520,scyliorhinus torrei
100038,fis-162449,sinobatis borneensis
100038,fis-160879,sinobatis bulbicauda
100038,fis-160881,sinobatis caerulea
100038,fis-160882,sinobatis filicauda
100038,fis-162450,sinobatis melanosoma
100038,fis-61691,squaliolus aliae
100038,fis-29531,squaliolus laticaudus
100038,fis-29532,squalus acanthias
100038,fis-171228,squalus albicaudus
100038,fis-160370,squalus albifrons
100038,fis-51856,squalus blainville
100038,fis-160383,squalus chloroculus
100038,fis-159586,squalus crassispinus
100038,fis-160439,squalus edmundsi
100038,fis-160440,squalus grahami
100038,fis-160691,squalus hemipinnis
100038,fis-172690,squalus mahia
100038,fis-172692,squalus margaretsmithae
100038,fis-23280,squalus megalops
100038,fis-29536,squalus mitsukurii
100038,fis-160378,squalus montalbani
100038,fis-160444,squalus nasutus
100038,fis-160374,squalus notocaudatus
100038,fis-164793,squalus suckleyi
100038,fis-29539,squatina africana
100038,fis-131150,squatina guggenheim
100038,fis-160718,squatina mexicana
100038,fis-160862,squatina pseudocellata
100038,fis-6519,squatina punctata
100038,fis-8339,stegostoma fasciatum
100038,fis-131502,sympterygia acuta
100038,fis-131498,sympterygia bonapartii
100038,fis-131511,sympterygia brevicaudata
100038,fis-125968,sympterygia lima
100038,fis-25603,taeniura lymma
100038,fis-171589,telatrygon acutirostra
100038,fis-171579,telatrygon zugei
100038,fis-32811,temera hardwickii
100038,fis-171611,tetronarce cowleyi
100038,fis-171855,tetronarce macneilli
100038,fis-171614,tetronarce microdiscus
100038,fis-7801,tetronarce nobiliana
100038,fis-171615,tetronarce peruana
100038,fis-171616,tetronarce semipelagica
100038,fis-171610,tetronarce tremens
100038,fis-33094,torpedo mackayana
100038,fis-31247,torpedo marmorata
100038,fis-32610,torpedo sinuspersici
100038,fis-24377,torpedo torpedo
100038,fis-131445,trigonognathus kabeyai
100038,fis-161470,trygonoptera galba
100038,fis-161466,trygonoptera imitata
100038,fis-61250,trygonoptera ovalis
100038,fis-47413,trygonoptera testacea
100038,fis-115469,typhlonarke aysoni
100038,fis-21816,urobatis concentricus
100038,fis-30753,urobatis halleri
100038,fis-139857,urobatis jamaicensis
100038,fis-21818,urobatis maculatus
100038,fis-6035,urogymnus asperrimus
100038,fis-172380,urogymnus lobistoma
100038,fis-47420,urolophus bucculentus
100038,fis-53171,urolophus cruciatus
100038,fis-152001,urolophus deforgesi
100038,fis-54647,urolophus expansus
100038,fis-34717,urolophus flavomosaicus
100038,fis-160954,urolophus kapalensis
100038,fis-152008,urolophus neocaledoniensis
100038,fis-61406,urolophus orarius
100038,fis-152011,urolophus papilio
100038,fis-54691,urolophus paucimaculatus
100038,fis-152012,urolophus piperatus
100038,fis-47424,urolophus sufflavus
100038,fis-47425,urolophus viridis
100038,fis-61410,urolophus westraliensis
100038,fis-28850,urotrygon aspidura
100038,fis-26910,urotrygon chilensis
100038,fis-145101,urotrygon cimar
100038,fis-63251,urotrygon microphthalmum
100038,fis-35538,urotrygon munda
100038,fis-35539,urotrygon nana
100038,fis-28853,urotrygon rogersi
100038,fis-127563,urotrygon venezuelae
100038,fis-61628,zameus squamulosus
100038,fis-172930,zanobatus maculatus
100038,fis-25430,zanobatus schoenleinii
100038,fis-160080,zearaja chilensis
100038,fis-161073,zearaja nasuta
100038,fis-126297,springeria folirostris
100038,fis-173541,springeria longirostris
100039,fis-58566,ablabys macracanthus
100039,fis-27725,ablabys taenianotus
100039,fis-26241,abudefduf abdominalis
100039,fis-26166,abudefduf bengalensis
100039,fis-28205,abudefduf concolor
100039,fis-135703,abudefduf conformis
100039,fis-136667,abudefduf declivifrons
100039,fis-31491,abudefduf lorenzi
100039,fis-28220,abudefduf margariteus
100039,fis-34853,abudefduf natalensis
100039,fis-25761,abudefduf notatus
100039,fis-23318,abudefduf saxatilis
100039,fis-25762,abudefduf septemfasciatus
100039,fis-25763,abudefduf sexfasciatus
100039,fis-25764,abudefduf sordidus
100039,fis-26803,abudefduf sparoides
100039,fis-23319,abudefduf taurus
100039,fis-26922,abudefduf troschelii
100039,fis-26228,abudefduf vaigiensis
100039,fis-33558,abudefduf whitleyi
100039,fis-50764,abyssobrotula galatheae
100039,fis-125479,acanthaluteres spilomelanurus
100039,fis-138012,acanthanectes hystrix
100039,fis-138013,acanthanectes rufus
100039,fis-115260,acanthaphritis barbata
100039,fis-144739,acanthaphritis grandisquamis
100039,fis-24397,acanthemblemaria aspera
100039,fis-113559,acanthemblemaria balanorum
100039,fis-58221,acanthemblemaria castroi
100039,fis-29577,acanthemblemaria chaplini
100039,fis-113560,acanthemblemaria crockeri
100039,fis-113577,acanthemblemaria exilispinus
100039,fis-113583,acanthemblemaria hancocki
100039,fis-164328,acanthemblemaria hastingsi
100039,fis-113588,acanthemblemaria macrospilus
100039,fis-148502,acanthemblemaria mangognatha
100039,fis-49730,acanthemblemaria maria
100039,fis-133389,acanthemblemaria paula
100039,fis-49731,acanthemblemaria spinosa
100039,fis-163637,acanthistius joanae
100039,fis-35945,acanthistius paxtoni
100039,fis-27781,acanthocepola abbreviata
100039,fis-131546,acanthochaenus luetkenii
100039,fis-26242,acanthochromis polyacanthus
100039,fis-112786,acanthoclinus marilynae
100039,fis-112784,acanthoclinus rua
100039,fis-133560,acanthodraco dewitti
100039,fis-24398,acanthogobius flavimanus
100039,fis-26619,acantholabrus palloni
100039,fis-125693,acantholiparis caecus
100039,fis-57510,acantholiparis opercularis
100039,fis-160906,acanthopagrus chinshira
100039,fis-141738,acanthoplesiops echinatus
100039,fis-51707,acanthoplesiops hiatti
100039,fis-26801,acanthoplesiops indicus
100039,fis-144579,acanthoplesiops psilogaster
100039,fis-57849,acanthosphex leurynnis
100039,fis-53659,acanthostracion guineense
100039,fis-30911,acanthurus achilles
100039,fis-173416,acanthurus bahianus
100039,fis-29261,acanthurus coeruleus
100039,fis-31086,acanthurus grammoptilus
100039,fis-31078,acanthurus guttatus
100039,fis-53679,acanthurus japonicus
100039,fis-25283,acanthurus leucopareius
100039,fis-29580,acanthurus leucosternon
100039,fis-23320,acanthurus lineatus
100039,fis-25952,acanthurus nigricans
100039,fis-31084,acanthurus nigricauda
100039,fis-25284,acanthurus nigrofuscus
100039,fis-31079,acanthurus nigroris
100039,fis-25281,acanthurus nubilus
100039,fis-31082,acanthurus olivaceus
100039,fis-25280,acanthurus polyzona
100039,fis-31081,acanthurus pyroferus
100039,fis-25282,acanthurus thompsoni
100039,fis-4566,acanthurus tractus
100039,fis-23321,acanthurus triostegus
100039,fis-35352,acanthurus tristis
100039,fis-50647,acentrogobius audax
