name,rank,trait,trait_value,trait_prob
lestrolepis luetkeni,species,thermal_tolerance_range,>15C,1
coccorella atrata,species,thermal_tolerance_range,2.5-5C,1
ventrifossa johnboborum,species,thermal_tolerance_range,>15C,1
gymnothorax porphyreus,species,thermal_tolerance_range,7.5-10C,1
aplodactylus etheridgii,species,thermal_tolerance_range,2.5-5C,1
trimma mendelssohni,species,thermal_tolerance_range,2.5-5C,1
trimma benjamini,species,thermal_tolerance_range,2.5-5C,1
ocosia apia,species,thermal_tolerance_range,10-15C,1
pristipomoides freemani,species,thermal_tolerance_range,7.5-10C,1
parablennius thysanius,species,thermal_tolerance_range,2.5-5C,1
enneapterygius niger,species,thermal_tolerance_range,2.5-5C,1
ceratobregma acanthops,species,thermal_tolerance_range,2.5-5C,1
diaphus pacificus,species,thermal_tolerance_range,2.5-5C,1
physiculus therosideros,species,thermal_tolerance_range,5-7.5C,1
enneapterygius rhabdotus,species,thermal_tolerance_range,2.5-5C,1
enneapterygius tutuilae,species,thermal_tolerance_range,2.5-5C,1
bathygadus spongiceps,species,thermal_tolerance_range,>15C,1
trinorfolkia incisa,species,thermal_tolerance_range,5-7.5C,1
ecsenius fijiensis,species,thermal_tolerance_range,0-2.5C,1
coelorinchus spathulatus,species,thermal_tolerance_range,5-7.5C,1
thamnaconus analis,species,thermal_tolerance_range,5-7.5C,1
scalicus quadratorostratus,species,thermal_tolerance_range,10-15C,1
enneapterygius rubicauda,species,thermal_tolerance_range,5-7.5C,1
gadomus introniger,species,thermal_tolerance_range,>15C,1
brama pauciradiata,species,thermal_tolerance_range,2.5-5C,1
caracanthus typicus,species,thermal_tolerance_range,0-2.5C,1
champsodon sechellensis,species,thermal_tolerance_range,2.5-5C,1
bathyclupea gracilis,species,thermal_tolerance_range,10-15C,1
coris cuvieri,species,thermal_tolerance_range,2.5-5C,1
trimma haima,species,thermal_tolerance_range,2.5-5C,1
moringua macrochir,species,thermal_tolerance_range,2.5-5C,1
hippocampus fisheri,species,thermal_tolerance_range,0-2.5C,1
schultzidia retropinnis,species,thermal_tolerance_range,0-2.5C,1
parascombrops argyreus,species,thermal_tolerance_range,0-2.5C,1
dicrolene longimana,species,thermal_tolerance_range,>15C,1
lepidopus altifrons,species,thermal_tolerance_range,10-15C,1
nannobrachium idostigma,species,thermal_tolerance_range,7.5-10C,1
physiculus longifilis,species,thermal_tolerance_range,2.5-5C,1
diancistrus novaeguineae,species,thermal_tolerance_range,2.5-5C,1
samaris costae,species,thermal_tolerance_range,>15C,1
anthias menezesi,species,thermal_tolerance_range,5-7.5C,1
pleurosicya coerulea,species,thermal_tolerance_range,2.5-5C,1
asymbolus pallidus,species,thermal_tolerance_range,>15C,1
ventrifossa paxtoni,species,thermal_tolerance_range,>15C,1
ventrifossa sazonovi,species,thermal_tolerance_range,10-15C,1
bathophilus altipinnis,species,thermal_tolerance_range,0-2.5C,1
albula argentea,species,thermal_tolerance_range,2.5-5C,1
ostorhinchus luteus,species,thermal_tolerance_range,0-2.5C,1
scarus fuscocaudalis,species,thermal_tolerance_range,2.5-5C,1
malakichthys barbatus,species,thermal_tolerance_range,5-7.5C,1
gymnothorax ypsilon,species,thermal_tolerance_range,5-7.5C,1
halieutopsis stellifera,species,thermal_tolerance_range,>15C,1
magnisudis indica,species,thermal_tolerance_range,0-2.5C,1
coelorinchus sereti,species,thermal_tolerance_range,>15C,1
aphanopus arigato,species,thermal_tolerance_range,>15C,1
neocentropogon trimaculatus,species,thermal_tolerance_range,>15C,1
ostracoberyx paxtoni,species,thermal_tolerance_range,>15C,1
macrurocyttus acanthopodus,species,thermal_tolerance_range,5-7.5C,1
fusigobius pallidus,species,thermal_tolerance_range,2.5-5C,1
scorpaenopsis longispina,species,thermal_tolerance_range,2.5-5C,1
scorpaenopsis vittapinna,species,thermal_tolerance_range,2.5-5C,1
beryx mollis,species,thermal_tolerance_range,7.5-10C,1
aseraggodes diringeri,species,thermal_tolerance_range,2.5-5C,1
cirrhilabrus bathyphilus,species,thermal_tolerance_range,0-2.5C,1
kuhlia xenura,species,thermal_tolerance_range,0-2.5C,1
bodianus flavifrons,species,thermal_tolerance_range,5-7.5C,1
physiculus karrerae,species,thermal_tolerance_range,10-15C,1
parupeneus crassilabris,species,thermal_tolerance_range,2.5-5C,1
trimma milta,species,thermal_tolerance_range,2.5-5C,1
eviota indica,species,thermal_tolerance_range,2.5-5C,1
canthigaster natalensis,species,thermal_tolerance_range,2.5-5C,1
urolophus piperatus,species,thermal_tolerance_range,0-2.5C,1
lycodes marisalbi,species,thermal_tolerance_range,0-2.5C,1
eviota monostigma,species,thermal_tolerance_range,2.5-5C,1
parapercis australis,species,thermal_tolerance_range,2.5-5C,1
scorpaenopsis eschmeyeri,species,thermal_tolerance_range,0-2.5C,1
thalassoma nigrofasciatum,species,thermal_tolerance_range,2.5-5C,1
ariosoma howensis,species,thermal_tolerance_range,2.5-5C,1
enneapterygius gruschkai,species,thermal_tolerance_range,2.5-5C,1
chromis brevirostris,species,thermal_tolerance_range,0-2.5C,1
squalus grahami,species,thermal_tolerance_range,2.5-5C,1
pictichromis coralensis,species,thermal_tolerance_range,0-2.5C,1
nectamia luxuria,species,thermal_tolerance_range,2.5-5C,1
photostomias atrox,species,thermal_tolerance_range,2.5-5C,1
argyripnus pharos,species,thermal_tolerance_range,5-7.5C,1
dipturus wengi,species,thermal_tolerance_range,>15C,1
chimaera macrospina,species,thermal_tolerance_range,7.5-10C,1
parapercis queenslandica,species,thermal_tolerance_range,2.5-5C,1
helcogramma alkamr,species,thermal_tolerance_range,0-2.5C,1
odontanthias katayamai,species,thermal_tolerance_range,7.5-10C,1
cheilodactylus francisi,species,thermal_tolerance_range,2.5-5C,1
mataeocephalus kotlyari,species,thermal_tolerance_range,7.5-10C,1
alionematichthys crassiceps,species,thermal_tolerance_range,2.5-5C,1
alionematichthys winterbottomi,species,thermal_tolerance_range,0-2.5C,1
pterygotrigla soela,species,thermal_tolerance_range,>15C,1
samaris spinea,species,thermal_tolerance_range,0-2.5C,1
canthigaster cyanospilota,species,thermal_tolerance_range,2.5-5C,1
malthopsis gigas,species,thermal_tolerance_range,>15C,1
eviota karaspila,species,thermal_tolerance_range,0-2.5C,1
cetoscarus ocellatus,species,thermal_tolerance_range,2.5-5C,1
cephalopholis nigripinnis,species,thermal_tolerance_range,2.5-5C,1
eviota notata,species,thermal_tolerance_range,2.5-5C,1
corythoichthys conspicillatus,species,thermal_tolerance_range,0-2.5C,1
satyrichthys milleri,species,thermal_tolerance_range,>15C,1
malthopsis asperata,species,thermal_tolerance_range,>15C,1
taeniamia melasma,species,thermal_tolerance_range,2.5-5C,1
eviota mimica,species,thermal_tolerance_range,0-2.5C,1
paracanthurus hepatus,species,thermal_tolerance_range,2.5-5C,1
cheilinus trilobatus,species,thermal_tolerance_range,2.5-5C,1
cheilodipterus quinquelineatus,species,thermal_tolerance_range,2.5-5C,1
chaetodon auriga,species,thermal_tolerance_range,5-7.5C,1
herwigia kreffti,species,thermal_tolerance_range,0-2.5C,1
halichoeres hortulanus,species,thermal_tolerance_range,2.5-5C,1
halichoeres iridis,species,thermal_tolerance_range,2.5-5C,1
pseudoplesiops howensis,species,thermal_tolerance_range,2.5-5C,1
parapercis roseoviridis,species,thermal_tolerance_range,0-2.5C,1
bathygobius coalitus,species,thermal_tolerance_range,2.5-5C,1
chaetodon interruptus,species,thermal_tolerance_range,5-7.5C,1
littorina flava,species,thermal_tolerance_range,5-7.5C,1
costoanachis avara,species,thermal_tolerance_range,10-15C,1
berthella stellata,species,thermal_tolerance_range,7.5-10C,1
tricolia variabilis,species,thermal_tolerance_range,7.5-10C,1
suturoglypta iontha,species,thermal_tolerance_range,2.5-5C,1
microeulima hemphillii,species,thermal_tolerance_range,0-2.5C,1
pseudosimnia vanhyningi,species,thermal_tolerance_range,0-2.5C,1
nassarius splendidulus,species,thermal_tolerance_range,2.5-5C,1
conus vexillum,species,thermal_tolerance_range,2.5-5C,1
architectonica nobilis,species,thermal_tolerance_range,2.5-5C,1
henrya goldmani,species,thermal_tolerance_range,2.5-5C,1
henrya morrisoni,species,thermal_tolerance_range,2.5-5C,1
cyclostremiscus emeryi,species,thermal_tolerance_range,2.5-5C,1
calliostoma hassler,species,thermal_tolerance_range,0-2.5C,1
opalia aurifila,species,thermal_tolerance_range,2.5-5C,1
epitonium humphreysii,species,thermal_tolerance_range,10-15C,1
turbo petholatus,species,thermal_tolerance_range,2.5-5C,1
turbo haraldi,species,thermal_tolerance_range,0-2.5C,1
teinostoma carinicallus,species,thermal_tolerance_range,0-2.5C,1
cochliolepis striata,species,thermal_tolerance_range,2.5-5C,1
petaloconchus varians,species,thermal_tolerance_range,2.5-5C,1
caecum strigosum,species,thermal_tolerance_range,2.5-5C,1
anachis translirata,species,thermal_tolerance_range,10-15C,1
sabia conica,species,thermal_tolerance_range,5-7.5C,1
crucibulum striatum,species,thermal_tolerance_range,>15C,1
lamellaria perspicua,species,thermal_tolerance_range,10-15C,1
cassis cornuta,species,thermal_tolerance_range,2.5-5C,1
casmaria ponderosa,species,thermal_tolerance_range,5-7.5C,1
cymatium cingulatum,species,thermal_tolerance_range,2.5-5C,1
cymatium pileare,species,thermal_tolerance_range,5-7.5C,1
bursa bufonia,species,thermal_tolerance_range,2.5-5C,1
urosalpinx tampaensis,species,thermal_tolerance_range,2.5-5C,1
decipifus sixaolus,species,thermal_tolerance_range,0-2.5C,1
buccinum hydrophanum,species,thermal_tolerance_range,5-7.5C,1
compsodrillia tristicha,species,thermal_tolerance_range,2.5-5C,1
turbonilla dalli,species,thermal_tolerance_range,0-2.5C,1
conus acutangulus,species,thermal_tolerance_range,2.5-5C,1
terebra concava,species,thermal_tolerance_range,2.5-5C,1
peristichia toreta,species,thermal_tolerance_range,2.5-5C,1
boonea impressa,species,thermal_tolerance_range,10-15C,1
fargoa gibbosa,species,thermal_tolerance_range,2.5-5C,1
philine alba,species,thermal_tolerance_range,>15C,1
limacina helicina,species,thermal_tolerance_range,10-15C,1
peltodoris greeleyi,species,thermal_tolerance_range,>15C,1
elysia patina,species,thermal_tolerance_range,10-15C,1
armina wattla,species,thermal_tolerance_range,10-15C,1
aplysia parvula,species,thermal_tolerance_range,10-15C,1
aplysia juliana,species,thermal_tolerance_range,10-15C,1
syphonota geographica,species,thermal_tolerance_range,>15C,1
cratena pilata,species,thermal_tolerance_range,10-15C,1
eurythenes obesus,species,thermal_tolerance_range,>15C,1
platorchestia platensis,species,thermal_tolerance_range,7.5-10C,1
thalamita poisonii,species,thermal_tolerance_range,2.5-5C,1
cyathura polita,species,thermal_tolerance_range,2.5-5C,1
apanthura restio,species,thermal_tolerance_range,0-2.5C,1
edotia montosa,species,thermal_tolerance_range,2.5-5C,1
hyssura bacescui,species,thermal_tolerance_range,0-2.5C,1
hymenopenaeus obliquirostris,species,thermal_tolerance_range,2.5-5C,1
hymenopenaeus propinquus,species,thermal_tolerance_range,>15C,1
solenocera comata,species,thermal_tolerance_range,5-7.5C,1
rocinela orientalis,species,thermal_tolerance_range,7.5-10C,1
haliporoides cristatus,species,thermal_tolerance_range,>15C,1
hymenopenaeus chacei,species,thermal_tolerance_range,10-15C,1
nephropsis acanthura,species,thermal_tolerance_range,>15C,1
nephropsis suhmi,species,thermal_tolerance_range,>15C,1
nephropsis sulcata,species,thermal_tolerance_range,>15C,1
metapenaeopsis commensalis,species,thermal_tolerance_range,2.5-5C,1
metapenaeopsis distincta,species,thermal_tolerance_range,2.5-5C,1
metapenaeopsis mannarensis,species,thermal_tolerance_range,2.5-5C,1
parapenaeus murrayi,species,thermal_tolerance_range,2.5-5C,1
metapenaeopsis provocatoria,species,thermal_tolerance_range,7.5-10C,1
metapenaeopsis kishinouyei,species,thermal_tolerance_range,5-7.5C,1
sicyonia fallax,species,thermal_tolerance_range,2.5-5C,1
sicyonia inflexa,species,thermal_tolerance_range,5-7.5C,1
trapezia digitalis,species,thermal_tolerance_range,2.5-5C,1
cuapetes tenuipes,species,thermal_tolerance_range,2.5-5C,1
periclimenes uniunguiculatus,species,thermal_tolerance_range,5-7.5C,1
sergestes curvatus,species,thermal_tolerance_range,7.5-10C,1
ibacus brevipes,species,thermal_tolerance_range,2.5-5C,1
ibacus brucei,species,thermal_tolerance_range,2.5-5C,1
eduarctus modestus,species,thermal_tolerance_range,2.5-5C,1
bathyarctus rubens,species,thermal_tolerance_range,2.5-5C,1
galearctus timidus,species,thermal_tolerance_range,5-7.5C,1
palinurellus wieneckii,species,thermal_tolerance_range,2.5-5C,1
periclimenella spinifera,species,thermal_tolerance_range,2.5-5C,1
pliopontonia furtiva,species,thermal_tolerance_range,2.5-5C,1
colomastix bousfieldi,species,thermal_tolerance_range,2.5-5C,1
colomastix heardi,species,thermal_tolerance_range,0-2.5C,1
cinetorhynchus hiatti,species,thermal_tolerance_range,2.5-5C,1
cinetorhynchus reticulatus,species,thermal_tolerance_range,5-7.5C,1
anchistus demani,species,thermal_tolerance_range,2.5-5C,1
conchodytes meleagrinae,species,thermal_tolerance_range,2.5-5C,1
fennera chacei,species,thermal_tolerance_range,2.5-5C,1
harpiliopsis beaupresii,species,thermal_tolerance_range,2.5-5C,1
jocaste lucina,species,thermal_tolerance_range,2.5-5C,1
palaemonella lata,species,thermal_tolerance_range,2.5-5C,1
laomenes amboinensis,species,thermal_tolerance_range,7.5-10C,1
cuapetes elegans,species,thermal_tolerance_range,5-7.5C,1
periclimenes inornatus,species,thermal_tolerance_range,2.5-5C,1
urocaridella antonbrunii,species,thermal_tolerance_range,2.5-5C,1
melicertus hathor,species,thermal_tolerance_range,2.5-5C,1
chaceon bicolor,species,thermal_tolerance_range,7.5-10C,1
dissiminassa homosassa,species,thermal_tolerance_range,2.5-5C,1
albunea catherinae,species,thermal_tolerance_range,2.5-5C,1
austinixa cristata,species,thermal_tolerance_range,2.5-5C,1
hourstonius laguna,species,thermal_tolerance_range,2.5-5C,1
hourstonius tortugae,species,thermal_tolerance_range,2.5-5C,1
synalpheus charon,species,thermal_tolerance_range,2.5-5C,1
cyclodius nitidus,species,thermal_tolerance_range,2.5-5C,1
pilodius paumotensis,species,thermal_tolerance_range,0-2.5C,1
polydectus cupulifer,species,thermal_tolerance_range,2.5-5C,1
xanthias latifrons,species,thermal_tolerance_range,2.5-5C,1
utinomiella dimorpha,species,thermal_tolerance_range,2.5-5C,1
pseudopalicus investigatoris,species,thermal_tolerance_range,2.5-5C,1
grapsus tenuicrustatus,species,thermal_tolerance_range,2.5-5C,1
menaethius monoceros,species,thermal_tolerance_range,5-7.5C,1
cyrtomaia lamellata,species,thermal_tolerance_range,10-15C,1
acanthohaustorius uncinus,species,thermal_tolerance_range,2.5-5C,1
pseudozius caystrus,species,thermal_tolerance_range,2.5-5C,1
eriphia sebana,species,thermal_tolerance_range,2.5-5C,1
trapezia rufopunctata,species,thermal_tolerance_range,2.5-5C,1
hymenocera picta,species,thermal_tolerance_range,2.5-5C,1
alpheus hailstonei,species,thermal_tolerance_range,10-15C,1
alpheus pacificus,species,thermal_tolerance_range,7.5-10C,1
alpheus paralcyone,species,thermal_tolerance_range,2.5-5C,1
alpheus rapacida,species,thermal_tolerance_range,5-7.5C,1
alpheus rapax,species,thermal_tolerance_range,5-7.5C,1
tanais dulongii,species,thermal_tolerance_range,10-15C,1
lysmata amboinensis,species,thermal_tolerance_range,7.5-10C,1
aegaeon rathbuni,species,thermal_tolerance_range,5-7.5C,1
pachycheles pisoides,species,thermal_tolerance_range,7.5-10C,1
calcinus gaimardii,species,thermal_tolerance_range,5-7.5C,1
dardanus deformis,species,thermal_tolerance_range,2.5-5C,1
agononida incerta,species,thermal_tolerance_range,2.5-5C,1
panulirus femoristriga,species,thermal_tolerance_range,5-7.5C,1
cryptodromiopsis tridens,species,thermal_tolerance_range,2.5-5C,1
tumidodromia dormia,species,thermal_tolerance_range,5-7.5C,1
homola orientalis,species,thermal_tolerance_range,5-7.5C,1
calappa calappa,species,thermal_tolerance_range,5-7.5C,1
schizophroida hilensis,species,thermal_tolerance_range,7.5-10C,1
prismatopus goldsboroughi,species,thermal_tolerance_range,5-7.5C,1
aethra edentata,species,thermal_tolerance_range,2.5-5C,1
daldorfia horrida,species,thermal_tolerance_range,2.5-5C,1
gnathophausia gigas,species,thermal_tolerance_range,2.5-5C,1
garthambrus stellatus,species,thermal_tolerance_range,2.5-5C,1
charybdis hawaiensis,species,thermal_tolerance_range,2.5-5C,1
lissocarcinus orbicularis,species,thermal_tolerance_range,2.5-5C,1
portunus macrophthalmus,species,thermal_tolerance_range,2.5-5C,1
thalamita admete,species,thermal_tolerance_range,2.5-5C,1
thalamita integra,species,thermal_tolerance_range,5-7.5C,1
thalamita picta,species,thermal_tolerance_range,2.5-5C,1
actaeodes tomentosus,species,thermal_tolerance_range,2.5-5C,1
chlorodiella nigra,species,thermal_tolerance_range,2.5-5C,1
etisus demani,species,thermal_tolerance_range,2.5-5C,1
etisus electra,species,thermal_tolerance_range,2.5-5C,1
etisus laevimanus,species,thermal_tolerance_range,2.5-5C,1
lachnopodus subacutus,species,thermal_tolerance_range,2.5-5C,1
liomera tristis,species,thermal_tolerance_range,2.5-5C,1
percnon planissimum,species,thermal_tolerance_range,7.5-10C,1
siriella armata,species,thermal_tolerance_range,7.5-10C,1
oxyurostylis smithi,species,thermal_tolerance_range,2.5-5C,1
leptomysis lingvura,species,thermal_tolerance_range,7.5-10C,1
paraleptomysis apiops,species,thermal_tolerance_range,2.5-5C,1
eudorella monodon,species,thermal_tolerance_range,0-2.5C,1
cilicaea caniculata,species,thermal_tolerance_range,10-15C,1
colomastix lunalilo,species,thermal_tolerance_range,0-2.5C,1
eusirus holmi,species,thermal_tolerance_range,0-2.5C,1
caprella penantis,species,thermal_tolerance_range,5-7.5C,1
gnathophyllum modestum,species,thermal_tolerance_range,>15C,1
phtisica marina,species,thermal_tolerance_range,10-15C,1
ogyrides alphaerostris,species,thermal_tolerance_range,2.5-5C,1
dexamine spinosa,species,thermal_tolerance_range,7.5-10C,1
acanthohaustorius shoemakeri,species,thermal_tolerance_range,10-15C,1
caprella equilibra,species,thermal_tolerance_range,>15C,1
periclimenes harringtoni,species,thermal_tolerance_range,>15C,1
