db,spec_code,species,length,valid_name,aphia_id
fb,611,setipinna taty,15.799999713897705,NA,NA
fb,612,setipinna tenuifilis,21.05,NA,NA
fb,613,setipinna wheeleri,30,NA,NA
fb,614,coilia borneensis,12.399999618530272,NA,NA
fb,615,coilia brachygnathus,35.400000762939456,NA,NA
fb,616,lampanyctus alatus,5.0899999141693115,NA,NA
fb,617,lampanyctus crocodilus,18.6,NA,NA
fb,619,lepidophanes gaussi,5,NA,NA
fb,621,ceratoscopelus maderensis,7.599999904632568,NA,NA
fb,623,lampanyctus pusillus,4.300000190734863,NA,NA
fb,624,coilia coomansi,12.300000190734863,NA,NA
fb,625,coilia dussumieri,20.25,NA,NA
fb,626,coilia grayii,28.5,NA,NA
fb,627,coilia lindmani,20,NA,NA
fb,628,coilia macrognathos,26,NA,NA
fb,629,coilia mystus,20.5,NA,NA
fb,630,coilia nasus,31.65,NA,NA
fb,631,coilia neglecta,17,NA,NA
fb,632,coilia ramcarati,24.1,NA,NA
fb,633,coilia rebentischii,15.199999809265137,NA,NA
fb,634,coilia reynaldi,15,NA,NA
fb,635,chlamydoselachus anguineus,198,NA,NA
fb,636,heptranchias perlo,107.65,NA,NA
fb,637,hexanchus griseus,482,NA,NA
fb,638,hexanchus nakamurai,180,NA,NA
fb,640,lepadogaster candolii,7.5,NA,NA
fb,641,echinorhinus brucus,281,NA,NA
fb,642,echinorhinus cookei,400,NA,NA
fb,643,lepadogaster lepadogaster,6.549999952316284,NA,NA
fb,644,aculeola nigra,60,NA,NA
fb,645,lepidopus caudatus,106,NA,NA
fb,646,aphanopus carbo,123.5,NA,NA
fb,648,centrophorus granulosus,126.25,NA,NA
fb,649,centrophorus harrissoni,99,NA,NA
fb,650,centrophorus lusitanicus,100,NA,NA
fb,651,centrophorus moluccensis,95,NA,NA
fb,653,centrophorus squamosus,124.5,NA,NA
fb,654,centrophorus tessellatus,89,NA,NA
fb,655,centrophorus uyato,97.4,NA,NA
fb,656,centroscyllium fabricii,95.5,NA,NA
fb,657,centroscyllium granulatum,28,NA,NA
fb,658,centroscyllium kamoharai,60,NA,NA
fb,659,centroscyllium ornatum,30,NA,NA
fb,660,centroscyllium nigrum,51,NA,NA
fb,661,centroscyllium ritteri,43,NA,NA
fb,662,centroscymnus coelolepis,105.0999984741211,NA,NA
fb,663,centroscymnus crepidater,84.20000076293945,NA,NA
fb,665,centroscymnus macracanthus,68,NA,NA
fb,666,centroscymnus owstonii,97,NA,NA
fb,667,centroscymnus plunketi,131,NA,NA
fb,668,cirrhigaleus barbifer,126,NA,NA
fb,669,dalatias licha,181,NA,NA
fb,670,deania calcea,99,deania calcea,105903
fb,671,deania hystricosa,96.5,NA,NA
fb,672,deania profundorum,94.5,NA,NA
fb,673,deania quadrispinosa,115,NA,NA
fb,675,etmopterus brachyurus,50,NA,NA
fb,676,etmopterus bullisi,42.73,NA,NA
fb,677,etmopterus decacuspidatus,29,NA,NA
fb,678,etmopterus gracilispinis,35,NA,NA
fb,679,etmopterus granulosus,75.5999984741211,NA,NA
fb,680,etmopterus hillianus,50,NA,NA
fb,681,etmopterus lucifer,47,NA,NA
fb,682,etmopterus polli,30,NA,NA
fb,683,etmopterus princeps,67.25,NA,NA
fb,684,etmopterus pusillus,46,NA,NA
fb,685,etmopterus schultzi,27,NA,NA
fb,686,etmopterus sentosus,27,NA,NA
fb,687,etmopterus spinax,38.3,NA,NA
fb,688,etmopterus unicolor,64,NA,NA
fb,689,etmopterus villosus,46,NA,NA
fb,690,etmopterus virens,23,NA,NA
fb,691,euprotomicroides zantedeschia,42,NA,NA
fb,692,lichia amia,106.5,NA,NA
fb,693,euprotomicrus bispinatus,28.75,NA,NA
fb,694,heteroscymnoides marleyi,29,NA,NA
fb,695,limanda limanda,26.5,NA,NA
fb,696,isistius brasiliensis,46,NA,NA
fb,697,isistius plutodus,42,NA,NA
fb,698,scymnodalatias sherwoodi,80.30000305175781,NA,NA
fb,700,scymnodon ringens,110,NA,NA
fb,701,zameus squamulosus,84,NA,NA
fb,704,somniosus rostratus,143,NA,NA
fb,705,squaliolus laticaudus,22,NA,NA
fb,706,lithognathus mormyrus,28,NA,NA
fb,707,cirrhigaleus asper,115,NA,NA
fb,708,squalus blainville,66,NA,NA
fb,709,squalus cubensis,110,NA,NA
fb,710,squalus japonicus,91,NA,NA
fb,711,squalus megalops,60.75,NA,NA
fb,712,squalus melanurus,83.8,NA,NA
fb,713,squalus mitsukurii,84.9,NA,NA
fb,714,squalus rancureli,86.03,NA,NA
fb,715,oxynotus bruniensis,60,NA,NA
fb,716,lophius piscatorius,86,NA,NA
fb,717,oxynotus caribbaeus,49,NA,NA
fb,718,oxynotus centrina,80,NA,NA
fb,719,oxynotus paradoxus,120,NA,NA
fb,720,pliotrema warreni,170,NA,NA
fb,721,pristiophorus cirratus,135.5,NA,NA
fb,722,pristiophorus japonicus,151.96,NA,NA
fb,723,pristiophorus nudipinnis,115.5999984741211,NA,NA
fb,724,pristiophorus schroederi,80,NA,NA
fb,725,squatina aculeata,188,NA,NA
fb,726,squatina africana,84,NA,NA
fb,727,squatina argentina,170,NA,NA
fb,728,squatina australis,113,NA,NA
fb,729,squatina californica,152,NA,NA
fb,730,anchoa mundeola,12.5,NA,NA
fb,731,squatina dumeril,152,NA,NA
fb,732,squatina formosa,55.400001525878906,NA,NA
fb,733,squatina japonica,200,NA,NA
fb,734,squatina nebulosa,182.12,NA,NA
fb,735,squatina oculata,160,NA,NA
fb,736,squatina squatina,136.5,NA,NA
fb,737,squatina tergocellata,135,NA,NA
fb,738,squatina tergocellatoides,63,NA,NA
fb,739,heterodontus francisci,122,NA,NA
fb,740,heterodontus galeatus,152,NA,NA
fb,741,heterodontus japonicus,120,NA,NA
fb,742,heterodontus mexicanus,145,NA,NA
fb,743,heterodontus portusjacksoni,109,NA,NA
fb,744,heterodontus quoyi,107,NA,NA
fb,745,heterodontus ramalheira,64,NA,NA
fb,746,heterodontus zebra,125,NA,NA
fb,747,carcharias taurus,282,NA,NA
fb,749,odontaspis ferox,400,NA,NA
fb,750,odontaspis noronhai,346,NA,NA
fb,751,carcharodon carcharias,530,NA,NA
fb,752,isurus oxyrinchus,328,NA,NA
fb,753,isurus paucus,422,NA,NA
fb,754,maurolicus muelleri,5.55,NA,NA
fb,755,lamna ditropis,305,NA,NA
fb,756,eucrossorhinus dasypogon,180,NA,NA
fb,757,orectolobus japonicus,118,NA,NA
fb,758,orectolobus maculatus,320,NA,NA
fb,759,orectolobus ornatus,120,NA,NA
fb,760,orectolobus wardi,63,NA,NA
fb,761,sutorectus tentaculatus,92,NA,NA
fb,763,apristurus brunneus,69,NA,NA
fb,764,apristurus canutus,43,NA,NA
fb,765,apristurus herklotsi,48.5,NA,NA
fb,766,apristurus indicus,34,NA,NA
fb,767,apristurus investigatoris,26,NA,NA
fb,768,apristurus japonicus,71,NA,NA
fb,769,apristurus kampae,57.70000076293945,NA,NA
fb,770,apristurus laurussonii,76,NA,NA
fb,771,apristurus longicephalus,51,NA,NA
fb,772,apristurus macrorhynchus,73.74,NA,NA
fb,774,apristurus manis,85,NA,NA
fb,775,apristurus microps,61,NA,NA
fb,776,apristurus nasutus,70,NA,NA
fb,777,apristurus parvipinnis,48,NA,NA
fb,778,apristurus platyrhynchus,80,NA,NA
fb,779,apristurus profundorum,54.20000076293945,NA,NA
fb,780,apristurus riveri,46,NA,NA
fb,781,apristurus saldanha,88,NA,NA
fb,782,apristurus sibogae,21,NA,NA
fb,783,apristurus sinensis,42,NA,NA
fb,784,apristurus spongiceps,50,NA,NA
fb,785,mugil cephalus,41.6,NA,NA
fb,788,asymbolus analis,90,NA,NA
fb,789,asymbolus vincenti,61,NA,NA
fb,790,mullus barbatus,20.6,NA,NA
fb,791,atelomycterus macleayi,60,NA,NA
fb,793,lutjanus ehrenbergii,25,NA,NA
fb,794,lutjanus endecacanthus,85,NA,NA
fb,795,aulohalaelurus labiosus,74.86,NA,NA
fb,796,cephaloscyllium fasciatum,42,NA,NA
fb,797,cephaloscyllium laticeps,100,cephaloscyllium laticeps,277102
fb,798,cephaloscyllium laticeps,150,NA,NA
fb,800,cephaloscyllium silasi,33.89999961853027,NA,NA
fb,801,cephaloscyllium sufflans,110,NA,NA
fb,802,cephaloscyllium ventriosum,110,NA,NA
fb,803,cephalurus cephalus,29.5,NA,NA
fb,804,galeus arae,36,NA,NA
fb,805,figaro boardmani,61,NA,NA
fb,806,galeus eastmani,40,NA,NA
fb,807,galeus melastomus,64,NA,NA
fb,808,galeus murinus,63,NA,NA
fb,809,galeus nipponensis,70,NA,NA
fb,810,galeus piperatus,29,NA,NA
fb,811,galeus polli,30.5,NA,NA
fb,812,galeus sauteri,38,NA,NA
fb,813,galeus schultzi,33.52,NA,NA
fb,814,bythaelurus alcockii,30,NA,NA
fb,815,halaelurus boesemani,48,NA,NA
fb,816,halaelurus buergeri,47.5,NA,NA
fb,817,bythaelurus canescens,70,NA,NA
fb,818,bythaelurus dawsoni,45,NA,NA
fb,819,bythaelurus hispidus,26,NA,NA
fb,820,bythaelurus immaculatus,71,NA,NA
fb,821,halaelurus lineatus,55.5,NA,NA
fb,822,bythaelurus lutarius,34,NA,NA
fb,823,halaelurus natalensis,45,NA,NA
fb,824,halaelurus quagga,31.5,NA,NA
fb,825,haploblepharus edwardsii,59,NA,NA
fb,826,haploblepharus fuscus,69,NA,NA
fb,827,haploblepharus pictus,57,NA,NA
fb,828,holohalaelurus punctatus,35,NA,NA
fb,829,holohalaelurus regani,69,NA,NA
fb,830,parmaturus campechiensis,16,NA,NA
fb,831,parmaturus melanobranchus,94.97,NA,NA
fb,832,parmaturus pilosus,64,NA,NA
fb,833,parmaturus xaniurus,41.5,NA,NA
fb,834,pentanchus profundicolus,51,NA,NA
fb,835,poroderma africanum,101,NA,NA
fb,837,poroderma pantherinum,84,NA,NA
fb,838,schroederichthys bivius,70,NA,NA
fb,839,schroederichthys chilensis,62,NA,NA
fb,840,schroederichthys maculatus,33.5,NA,NA
fb,841,notoscopelus elongatus,14.2,NA,NA
fb,842,schroederichthys tenuis,70,NA,NA
fb,843,scyliorhinus besnardi,47,NA,NA
fb,844,scyliorhinus boa,54,NA,NA
fb,845,scyliorhinus canicula,54.4,NA,NA
fb,846,scyliorhinus capensis,122,NA,NA
fb,847,scyliorhinus cervigoni,67,NA,NA
fb,848,scyliorhinus garmani,38,NA,NA
fb,849,scyliorhinus haeckelii,60,NA,NA
fb,850,oblada melanura,29.200000762939453,NA,NA
fb,851,scyliorhinus hesperius,49.754999999999995,NA,NA
fb,852,scyliorhinus meadi,49,NA,NA
fb,853,scyliorhinus retifer,48,NA,NA
fb,854,scyliorhinus stellaris,141.5,NA,NA
fb,855,scyliorhinus torazame,50,NA,NA
fb,856,scyliorhinus torrei,32,NA,NA
fb,857,carcharhinus acronotus,125.75,NA,NA
fb,858,carcharhinus albimarginatus,221.5,NA,NA
fb,859,carcharhinus altimus,226,NA,NA
fb,860,carcharhinus amblyrhynchoides,161,NA,NA
fb,861,carcharhinus amblyrhynchos,158,NA,NA
fb,862,carcharhinus amboinensis,223.5,NA,NA
fb,863,carcharhinus borneensis,70,NA,NA
fb,864,carcharhinus brachyurus,293,NA,NA
fb,865,carcharhinus brevipinna,233,NA,NA
fb,866,carcharhinus cautus,119,NA,NA
fb,867,carcharhinus dussumieri,103,NA,NA
fb,868,carcharhinus falciformis,248,NA,NA
fb,869,carcharhinus fitzroyensis,135,NA,NA
fb,870,carcharhinus galapagensis,300,NA,NA
fb,871,carcharhinus hemiodon,200,NA,NA
fb,872,carcharhinus isodon,136,NA,NA
fb,873,carcharhinus leucas,268,NA,NA
fb,874,carcharhinus limbatus,180,NA,NA
fb,875,carcharhinus longimanus,267.5,NA,NA
fb,876,carcharhinus macloti,82,NA,NA
fb,877,carcharhinus melanopterus,152.5,NA,NA
fb,878,carcharhinus obscurus,329.5,NA,NA
fb,879,carcharhinus perezii,218.5,NA,NA
fb,880,carcharhinus plumbeus,180.25,NA,NA
fb,881,carcharhinus porosus,90.5,NA,NA
fb,882,carcharhinus sealei,100,NA,NA
fb,883,carcharhinus signatus,235,NA,NA
fb,884,carcharhinus sorrah,145,NA,NA
fb,886,galeocerdo cuvier,400,NA,NA
fb,887,glyphis gangeticus,204,NA,NA
fb,888,glyphis glyphis,100,NA,NA
fb,889,pagellus acarne,25,NA,NA
fb,890,pagellus bogaraveo,30.27500057220459,NA,NA
fb,891,isogomphodon oxyrhynchus,144,NA,NA
fb,892,lamiopsis temminckii,164,NA,NA
fb,893,pagellus erythrinus,28.2,NA,NA
fb,894,loxodon macrorhinus,92.9000015258789,NA,NA
fb,895,nasolamia velox,150,NA,NA
fb,896,negaprion acutidens,345,NA,NA
fb,897,negaprion brevirostris,330,NA,NA
fb,898,prionace glauca,280,NA,NA
fb,899,rhizoprionodon acutus,98.5,NA,NA
fb,900,rhizoprionodon lalandii,65,NA,NA
fb,901,rhizoprionodon longurio,110,NA,NA
fb,902,rhizoprionodon oligolinx,76.75,NA,NA
fb,903,rhizoprionodon porosus,87,NA,NA
fb,904,rhizoprionodon taylori,66.5,NA,NA
fb,905,rhizoprionodon terraenovae,90,NA,NA
fb,906,scoliodon laticaudus,52,NA,NA
fb,907,triaenodon obesus,184,NA,NA
fb,908,eusphyra blochii,303,NA,NA
fb,909,sphyrna corona,92,NA,NA
fb,911,sphyrna couardi,300,NA,NA
fb,912,sphyrna lewini,235,NA,NA
fb,913,sphyrna media,150,NA,NA
fb,914,sphyrna mokarran,336.5,NA,NA
fb,915,sphyrna tiburo,137,NA,NA
fb,917,sphyrna zygaena,276.5,NA,NA
fb,918,caesio caerulaurea,23,NA,NA
fb,919,caesio cuning,29,NA,NA
fb,920,caesio lunaris,17.5,NA,NA
fb,921,caesio striata,25,NA,NA
fb,922,caesio suevica,35,NA,NA
fb,923,caesio teres,29.75,NA,NA
fb,924,caesio varilineata,40,NA,NA
fb,925,anchoa marinii,12.9,NA,NA
fb,926,anchoa filifera,12,NA,NA
fb,927,caesio xanthonota,40,NA,NA
fb,928,dipterygonotus balteatus,14,NA,NA
fb,929,gymnocaesio gymnoptera,18,NA,NA
fb,930,pterocaesio capricornis,21,NA,NA
fb,931,anchoa lucida,13.00499990463257,NA,NA
fb,932,pterocaesio chrysozona,21,NA,NA
fb,933,pterocaesio digramma,20.5,NA,NA
fb,934,pterocaesio lativittata,23,NA,NA
fb,935,pterocaesio marri,35,NA,NA
fb,936,pterocaesio pisang,19,NA,NA
fb,937,pterocaesio randalli,25,NA,NA
fb,938,pterocaesio tessellata,17.5,NA,NA
fb,939,pterocaesio tile,23.600000190734864,NA,NA
fb,940,hemitrygon akajei,50,NA,NA
fb,941,atrobucca nibe,23.5,NA,NA
fb,942,acanthurus tractus,20,NA,NA
fb,943,acanthurus chirurgus,30.4,NA,NA
fb,944,acanthurus coeruleus,29.5,NA,NA
fb,945,ariopsis assimilis,35,ariopsis assimilis,308392
fb,946,notarius bonillai,80,NA,NA
fb,947,ariopsis felis,35.3,NA,NA
fb,948,sciades couma,94.5,NA,NA
fb,949,notarius grandicassis,62,NA,NA
fb,950,platycephalus indicus,45.70000076293945,NA,NA
fb,951,sciades herzbergii,42.5,NA,NA
fb,952,sciades parkeri,150,NA,NA
fb,953,sciades passany,100,NA,NA
fb,954,amphiarius phrygiatus,35.5,NA,NA
fb,955,sciades proops,67.0999984741211,NA,NA
fb,956,aspistor quadriscutis,40.2,NA,NA
fb,957,amphiarius rugispinis,36.875,NA,NA
fb,958,bagre bagre,22.600000381469727,NA,NA
fb,959,bagre marinus,47,NA,NA
fb,960,cathorops spixii,21.299999999999997,NA,NA
fb,961,ariomma bondi,14.269999980926514,NA,NA
fb,962,ariomma regulus,25,NA,NA
fb,963,pseudauchenipterus nodosus,11.45,NA,NA
fb,964,aulostomus maculatus,60.45,NA,NA
fb,966,melichthys niger,31,NA,NA
fb,967,amphichthys cryptocentrus,40,NA,NA
fb,968,batrachoides manglae,30,NA,NA
fb,969,batrachoides surinamensis,29.8,NA,NA
fb,970,sanopus barbatus,41,NA,NA
fb,971,thalassophryne maculosa,16.95,NA,NA
fb,972,ablennes hians,100,NA,NA
fb,973,platybelone argalus argalus,42.20000076293945,platybelone argalus argalus,293709
fb,974,strongylura marina,75.85,NA,NA
fb,975,strongylura timucu,49.2,NA,NA
fb,976,tylosurus acus acus,80.35,tylosurus acus acus,236459
fb,977,tylosurus crocodilus,95.29999923706055,NA,NA
fb,978,bothus lunatus,46.45,NA,NA
fb,979,cyclopsetta chittendeni,32,NA,NA
fb,980,paralichthys albigutta,71,NA,NA
fb,981,paralichthys lethostigma,61.599999237060544,NA,NA
fb,982,paralichthys tropicus,50,NA,NA
fb,983,caulolatilus chrysops,57.7,NA,NA
fb,984,caulolatilus cyanops,60,NA,NA
fb,985,caulolatilus guppyi,35,NA,NA
fb,986,caulolatilus intermedius,60,NA,NA
fb,987,caulolatilus microps,78,NA,NA
fb,988,alectis ciliaris,102,NA,NA
fb,990,clarias platycephalus,37.599998474121094,clarias platycephalus,1018795
fb,993,decapterus macarellus,27.25,NA,NA
fb,994,decapterus punctatus,22.5,NA,NA
fb,995,decapterus tabl,37.2,NA,NA
fb,997,hemicaranx amblyrhynchus,39.95,NA,NA
fb,998,naucrates ductor,34,NA,NA
fb,999,oligoplites palometa,40.525000381469724,NA,NA
fb,1000,oligoplites saliens,30.549999999999997,NA,NA
fb,1001,oligoplites saurus,16.2,NA,NA
fb,1002,pseudocaranx dentex,64.5,NA,NA
fb,1004,selene vomer,16.4,NA,NA
fb,1005,seriola dumerili,126.5,NA,NA
fb,1006,seriola fasciata,64,NA,NA
fb,1007,seriola rivoliana,88,NA,NA
fb,1008,seriola zonata,75,NA,NA
fb,1009,trachinotus cayennensis,60,NA,NA
fb,1010,trachinotus falcatus,47.29999923706055,NA,NA
fb,1011,trachinotus goodei,30,NA,NA
fb,1012,uraspis secunda,30,NA,NA
fb,1013,centropomus ensiferus,36.19499969482422,NA,NA
fb,1014,centropomus parallelus,40.9,NA,NA
fb,1015,centropomus pectinatus,33.4,NA,NA
fb,1016,centropomus poeyi,90,NA,NA
fb,1017,conger triporiceps,100,NA,NA
fb,1018,symphurus diomedeanus,22,NA,NA
fb,1019,symphurus plagiusa,18.5,NA,NA
fb,1021,dactylopterus volitans,35.5,NA,NA
fb,1022,diodon hystrix,60,NA,NA
fb,1023,trisopterus esmarkii,21.5,NA,NA
fb,1024,chaetodipterus faber,36.8,NA,NA
fb,1025,cypselurus comatus,30,NA,NA
fb,1027,cheilopogon exsiliens,30,NA,NA
fb,1028,cheilopogon furcatus,35,NA,NA
fb,1029,cheilopogon heterurus,40,NA,NA
fb,1030,cheilopogon melanurus,32,NA,NA
fb,1031,exocoetus obtusirostris,24,NA,NA
fb,1032,exocoetus volitans,30,NA,NA
fb,1033,fodiator acutus,25,NA,NA
fb,1034,hirundichthys oxycephalus,18,NA,NA
fb,1035,hirundichthys rondeletii,30,NA,NA
fb,1036,hirundichthys speculiger,25.100000381469727,NA,NA
fb,1037,parexocoetus brachypterus,18,NA,NA
fb,1038,prognichthys gibbifrons,19.5,NA,NA
fb,1041,gempylus serpens,79,NA,NA
fb,1042,lepidocybium flavobrunneum,180,NA,NA
fb,1043,sardinella aurita,22.9,NA,NA
fb,1044,ruvettus pretiosus,188,NA,NA
fb,1045,sardinella hualiensis,14.350000381469727,NA,NA
fb,1047,sardinella maderensis,16.5,NA,NA
fb,1048,diapterus rhombeus,16.650000190734865,NA,NA
fb,1049,eucinostomus argenteus,15.3,NA,NA
fb,1050,eucinostomus gula,12.75,NA,NA
fb,1051,eucinostomus havana,12,NA,NA
fb,1052,eucinostomus melanopterus,11,NA,NA
fb,1053,eugerres plumieri,24.3,NA,NA
fb,1054,gerres cinereus,20.4,NA,NA
fb,1055,saurida undosquamis,31.6,NA,NA
fb,1056,rypticus saponaceus,56.595001220703125,NA,NA
fb,1057,hemiramphus balao,40,NA,NA
fb,1058,hemiramphus bermudensis,44,NA,NA
fb,1059,hemiramphus brasiliensis,32,NA,NA
fb,1060,hyporhamphus unifasciatus,20.2,NA,NA
fb,1061,holocentrus adscensionis,27,NA,NA
fb,1062,holocentrus rufus,19,NA,NA
fb,1063,myripristis jacobus,21.7,NA,NA
fb,1064,kyphosus incisor,70,NA,NA
fb,1066,bodianus pulchellus,25,NA,NA
fb,1067,bodianus rufus,37.8,NA,NA
fb,1068,halichoeres radiatus,27.3,NA,NA
fb,1070,lutjanus fulgens,43.3,NA,NA
fb,1071,lachnolaimus maximus,61,NA,NA
fb,1072,lampris guttatus,133.5,NA,NA
fb,1073,atractosteus spatula,236,NA,NA
fb,1074,atractosteus tristoechus,200,NA,NA
fb,1075,lepisosteus oculatus,71.25,NA,NA
fb,1076,lepisosteus osseus,119,NA,NA
fb,1077,lobotes surinamensis,60.79999923706055,NA,NA
fb,1078,lophius gastrophysus,67.5,NA,NA
fb,1079,megalops atlanticus,182,NA,NA
fb,1080,merluccius albidus,46.14999923706055,NA,NA
fb,1081,aluterus schoepfii,57.9,NA,NA
fb,1082,cantherhines pullus,20,NA,NA
fb,1084,scomberesox saurus,45.25,NA,NA
fb,1085,dajaus monticola,16.4,NA,NA
fb,1086,mugil curema,27.5,NA,NA
fb,1087,mugil curvidens,32.64999961853027,NA,NA
fb,1088,mugil hospes,19,NA,NA
fb,1089,mugil incilis,39.25,NA,NA
fb,1090,mugil liza,50.7,NA,NA
fb,1092,mulloidichthys martinicus,26.5,NA,NA
fb,1093,mullus auratus,25,NA,NA
fb,1094,pseudupeneus maculatus,26,NA,NA
fb,1095,upeneus parvus,17.35,NA,NA
fb,1096,cynoponticus savanna,126.550005,NA,NA
fb,1097,channomuraena vittata,150,NA,NA
fb,1098,enchelycore nigricans,91.4,NA,NA
fb,1099,gymnothorax ocellatus,54.2,NA,NA
fb,1102,istigobius hoshinonis,8.899999618530273,NA,NA
fb,1103,gymnothorax miliaris,72.1,NA,NA
fb,1104,ophichthus gomesii,91.4000015258789,NA,NA
fb,1105,ophichthus ophis,210,NA,NA
fb,1106,ophichthus spinicauda,107,NA,NA
fb,1107,lactophrys trigonus,47,NA,NA
fb,1109,lactophrys triqueter,37.3,NA,NA
fb,1110,polydactylus octonemus,22.600000381469727,NA,NA
fb,1111,polydactylus oligodon,38.1,NA,NA
fb,1112,polydactylus virginicus,22.2,NA,NA
fb,1117,pomacanthus arcuatus,35.29999961853027,NA,NA
fb,1118,pomacanthus paru,37.79999923706055,NA,NA
fb,1119,abudefduf saxatilis,13.65,NA,NA
fb,1120,abudefduf taurus,25,NA,NA
fb,1121,chromis multilineata,20,NA,NA
fb,1122,microspathodon chrysurus,13.4,NA,NA
fb,1123,anisotremus surinamensis,48.8,NA,NA
fb,1124,anisotremus virginicus,26.4,NA,NA
fb,1126,haemulon album,59.05,NA,NA
fb,1127,anchoa ischana,13.11,NA,NA
fb,1128,haemulon aurolineatum,18.5,NA,NA
fb,1129,haemulon bonariense,22,NA,NA
fb,1130,haemulon boschmae,19,NA,NA
fb,1131,haemulon carbonarium,23.4,NA,NA
fb,1132,anchoa lyolepis,10.85,NA,NA
fb,1133,anchoa hepsetus,11,NA,NA
fb,1134,haemulon chrysargyreum,18.7,NA,NA
fb,1135,haemulon flavolineatum,24.5,NA,NA
fb,1136,haemulon macrostomum,30.9,NA,NA
fb,1137,anchoa exigua,7.5,NA,NA
fb,1138,haemulon melanurum,23.6,NA,NA
fb,1139,haemulon parra,26.5,NA,NA
fb,1140,haemulon plumierii,29.5,NA,NA
fb,1141,haemulon sciurus,26.75,NA,NA
fb,1142,haemulon steindachneri,22.5,NA,NA
fb,1143,haemulon striatum,23,NA,NA
fb,1145,orthopristis ruber,27.55,orthopristis ruber,275746
fb,1146,haemulopsis corvinaeformis,17.4,NA,NA
fb,1147,pomadasys crocro,37.1,NA,NA
fb,1149,priacanthus arenatus,37,NA,NA
fb,1150,heteropriacanthus cruentatus,32,NA,NA
fb,1151,nicholsina usta,30,NA,NA
fb,1152,scarus coelestinus,69,NA,NA
fb,1153,scarus coeruleus,90.5,NA,NA
fb,1154,scarus iseri,15.25,NA,NA
fb,1155,scarus guacamaia,85,NA,NA
fb,1156,scarus taeniopterus,32.5,NA,NA
fb,1157,scarus vetula,55.5,NA,NA
fb,1158,sparisoma aurofrenatum,27.25,NA,NA
fb,1159,sparisoma chrysopterum,34.65,NA,NA
fb,1160,sparisoma rubripinne,36.5,NA,NA
fb,1161,sparisoma viride,37.249999618530275,NA,NA
fb,1162,corvula batabana,25,NA,NA
fb,1163,anchoa nasus,15.2,NA,NA
fb,1164,sparus aurata,37.3,NA,NA
fb,1165,bairdiella chrysoura,17.45,NA,NA
fb,1166,bairdiella ronchus,20.3,NA,NA
fb,1167,corvula sanctaeluciae,26,NA,NA
fb,1168,ctenosciaena gracilicirrhus,18.75,NA,NA
fb,1169,cynoscion acoupa,74.85000038146973,NA,NA
fb,1170,cynoscion arenarius,29,NA,NA
fb,1171,cynoscion jamaicensis,26,NA,NA
fb,1173,cynoscion leiarchus,22,NA,NA
fb,1174,cynoscion microlepidotus,25.95,NA,NA
fb,1175,cynoscion nothus,18.8,NA,NA
fb,1176,cynoscion similis,60,NA,NA
fb,1177,cynoscion steindachneri,110,NA,NA
fb,1178,cynoscion virescens,32.3,NA,NA
fb,1179,isopisthus parvipinnis,21.35,NA,NA
fb,1180,larimus breviceps,23,NA,NA
fb,1181,sphoeroides maculatus,32.10000038146973,NA,NA
fb,1182,larimus fasciatus,25,NA,NA
fb,1183,lonchurus lanceolatus,30,NA,NA
fb,1184,nebris microps,25.75,NA,NA
fb,1185,odontoscion dentex,9.5,NA,NA
fb,1186,ophioscion punctatissimus,21.55,NA,NA
fb,1187,paralonchurus brasiliensis,21.4,NA,NA
fb,1188,lonchurus elegans,32,NA,NA
fb,1189,protosciaena bathytatos,37.1,NA,NA
fb,1190,protosciaena trewavasae,19,NA,NA
fb,1191,sciaenops ocellatus,99,NA,NA
fb,1192,stellifer griseus,18.100000381469727,NA,NA
fb,1193,stellifer lanceolatus,20,NA,NA
fb,1194,stellifer microps,18.8,NA,NA
fb,1195,stephanolepis setifer,20,NA,NA
fb,1196,stellifer rastrifer,15.6,NA,NA
fb,1197,umbrina broussonnetii,26.5,NA,NA
fb,1198,stromateus fiatola,50,NA,NA
fb,1199,umbrina coroides,22.5,NA,NA
fb,1200,pontinus castor,46,NA,NA
fb,1201,scorpaena plumieri,24.300000381469726,NA,NA
fb,1203,diplectrum formosum,20.95,NA,NA
fb,1204,epinephelus drummondhayi,109,NA,NA
fb,1205,hyporthodus flavolimbatus,115,NA,NA
fb,1206,hyporthodus mystacinus,160,NA,NA
fb,1207,hyporthodus nigritus,200,NA,NA
fb,1208,hyporthodus niveatus,114,NA,NA
fb,1209,mycteroperca bonaci,110,NA,NA
fb,1210,mycteroperca cidi,114,NA,NA
fb,1211,mycteroperca interstitialis,83.3499984741211,NA,NA
fb,1212,mycteroperca microlepis,102,NA,NA
fb,1213,mycteroperca phenax,96,NA,NA
fb,1214,mycteroperca rubra,80.85,NA,NA
fb,1215,mycteroperca tigris,74,NA,NA
fb,1216,mycteroperca venenosa,86,NA,NA
fb,1217,paranthias furcifer,30,NA,NA
fb,1218,paralabrax dewegeri,43,NA,NA
fb,1219,archosargus rhomboidalis,21.5,NA,NA
fb,1220,calamus arctifrons,25,NA,NA
fb,1221,calamus bajonado,54.05,NA,NA
fb,1222,calamus calamus,43.5,NA,NA
fb,1223,calamus campechanus,21,NA,NA
fb,1224,calamus cervigoni,20,NA,NA
fb,1225,calamus leucosteus,43.5,NA,NA
